user,activity,timestamp,x-axis,y-axis,z-axis
,Walking,-1.6390946495672993,-0.18502573427071195,0.529612942001544,-0.4538147872466338
,Walking,-1.6387843694287996,0.6686263950553057,0.1791026049996421,-0.08768544863385369
,Walking,-1.6384740892902998,-0.15176656040086708,-0.009713975349596752,-0.08768544863385369
,Walking,-1.6381638091518,-0.5730494294189017,-0.07439147801066198,-0.13315249068380677
,Walking,-1.6378535290133003,-0.9167275594072986,-0.14950083593964092,-0.43467076954139044
,Walking,-1.6375432488748005,1.4391305897067113,0.5692539920196161,1.9032923927114607
,Walking,-1.6372329687363008,2.1126288605710695,0.6130677841448539,1.4534079766382406
,Walking,-1.636922688597801,-0.08386241374993389,0.2823779721519881,-1.2315405065221474
,Walking,-1.6366124084593012,-0.6520399673597833,1.0605943751383538,-0.058969422075988584
,Walking,-1.6363021283208015,-0.4718861088981237,0.43781261564390295,-0.44424277839401216
,Walking,-1.6359918481823017,-0.06307543008128083,0.4941446340906373,-0.18579853937322616
,Walking,-1.635681568043802,0.2764453031733852,0.4263375748491979,-0.353308694294106
,Walking,-1.6353712879053022,0.40393880300779056,0.19475038790151267,-0.36288070314672766
,Walking,-1.6350610077668024,0.37760862369416337,0.15510933788344045,-0.25040959912842264
,Walking,-1.6347507276283026,0.18221097720882487,0.16554119315135415,-0.06854143092861029
,Walking,-1.6344404474898029,0.07966185777680329,0.36166007218813256,-0.22647957699686844
,Walking,-1.6341301673513031,0.7323731449725083,0.6620975039040485,0.32630393424203497
,Walking,-1.6338198872128034,0.8875826230317843,0.5254401998943784,0.3047669143236361
,Walking,-1.6335096070743036,1.1786003943929266,0.657924761796883,0.9125894764651143
,Walking,-1.6331993269358038,0.6422962157416786,0.6464497210021779,0.3047669143236361
,Walking,-1.632889046797304,0.06441806975312442,1.2661019239162543,-0.6452549642990679
,Walking,-1.6325787666588043,-0.43585533720579184,1.1137968370047135,-1.308116577343121
,Walking,-1.6322684865203045,-0.28064585914651585,0.2583847050357865,-0.1499035061758948
,Walking,-1.6319582063818048,0.7115861613038553,-0.2246101938686199,-0.14033149732327307
,Walking,-1.631647926243305,-0.3915097720459987,-0.14950083593964092,-0.2719466190468215
,Walking,-1.6313376461048053,-0.9915607006144495,-0.16514861884151158,-0.43467076954139044
,Walking,-1.6310273659663055,-0.7199441140107166,0.21039817080338333,1.159068704420123
,Walking,-1.6307170858278057,2.4313626101570827,1.1179695791118793,1.039418593762352
,Walking,-1.630406805689306,0.7004997700139071,-0.06604599379633098,-0.1499035061758948
,Walking,-1.6300965255508062,-0.25985887547786285,1.0856308277813465,-0.6452549642990679
,Walking,-1.6297862454123064,-0.5564198424839795,0.3303645063843914,-0.9204502188119419
,Walking,-1.6294759652738067,-0.1905689299156861,0.6339314946806814,-0.23605158584949013
,Walking,-1.629165685135307,0.20299796087747796,0.5056196748853423,-0.2863046323257541
,Walking,-1.6287312929414073,0.2986180857532818,0.24273692213391598,-0.2863046323257541
,Walking,-1.6284210128029075,0.1323222164040576,0.01845203387377041,-0.499281829296587
,Walking,-1.6281107326644078,0.006214515480895893,0.25003922082145547,-0.5184258470018304
,Walking,-1.627800452525908,0.31386187377696073,0.45033084196539935,0.7642233392494779
,Walking,-1.6274901723874082,0.6533826070316269,0.537958426215875,-0.10443646412594167
,Walking,-1.6271798922489085,1.2326465519314245,0.5619516933320765,0.7283283060521466
,Walking,-1.6268696121104087,1.037248905446086,0.6777452868059192,0.692433272854815
,Walking,-1.626559331971909,0.345735248735562,0.8895119487445682,-0.3269856699493963
,Walking,-1.6262490518334092,0.1226216240253529,1.0345147369685692,-0.9754892697145167
,Walking,-1.6259387716949094,0.06441806975312442,0.9771395329950436,-1.2435055175879244
,Walking,-1.6256284915564096,0.043631086084471346,0.3095007958485638,0.09657572177911411
,Walking,-1.6253182114179099,-0.1434517669334059,-0.18496914385054766,-0.3269856699493963
,Walking,-1.6250079312794101,-0.5827500217976065,-0.33727423076208835,-0.2863046323257541
,Walking,-1.6246976511409104,-1.2035879340347104,-0.12550756882343936,-0.7481540594647512
,Walking,-1.6243873710024106,1.189686785682875,0.5056196748853423,2.635551069937021
,Walking,-1.6240770908639108,2.1348016431509658,0.9218507000751008,1.5898091027880998
,Walking,-1.623766810725411,-0.13097957673221405,0.6975658118149553,-0.7481540594647512
,Walking,-1.6234565305869113,-0.7199441140107166,0.5650812499124507,-0.8749831767619888
,Walking,-1.6231462504484115,-0.5619630381289534,0.5869881459750695,-0.6093599311017366
,Walking,-1.6228359703099118,0.08520505342177744,0.5056196748853423,-0.3269856699493963
,Walking,-1.622525690171412,0.4954015311498638,0.3501850313934275,-0.40834774519668077
,Walking,-1.6222154100329123,0.7240583515050472,0.01845203387377041,-0.058969422075988584
,Walking,-1.6219051298944125,0.3346488574456138,0.07061131021333913,0.36219896743936636
,Walking,-1.621594849755913,0.1558807978951977,0.254211962928621,-0.14033149732327307
,Walking,-1.6212845696174132,0.1115352327354046,0.3303645063843914,-0.2623746101941998
,Walking,-1.6209742894789134,0.5480618897771182,0.5932472591358178,-0.16904752388113814
,Walking,-1.6206640093404137,1.3268808778959849,0.7173863368239913,1.6257041359854312
,Walking,-1.620353729201914,1.392013426724431,0.5869881459750695,0.8479784167099178
,Walking,-1.6200434490634141,0.521731710463491,0.9656644922003386,-0.12358048183118507
,Walking,-1.6197331689249144,-0.010415071454026514,1.4090183410866728,-1.1669294467669507
,Walking,-1.6194228887864146,-0.43585533720579184,0.7810206539582653,-1.600062847348083
,Walking,-1.6191126086479148,0.26674471079468054,-0.12133482671627387,0.6086781953943753
,Walking,-1.618802328509415,0.017300906770844185,-0.27781265573498,-0.20494255707846956
,Walking,-1.6184920483709153,-0.5882932174425808,-0.2882445110028938,-0.42749176290192414
,Walking,-1.6181817682324156,-1.2992080589105142,-0.05039821089446033,-0.6763639930700884
,Walking,-1.6178714880939158,1.5084205352688882,0.8623891250479925,2.3699278242767687
,Walking,-1.617561207955416,1.9019874260620522,0.5097924169925078,1.5251980430329033
,Walking,-1.6172509278169163,-0.5730494294189017,0.6975658118149553,-0.5543208801991618
,Walking,-1.6169406476784165,-0.7435026955018567,0.7299045631454879,-1.6527088960375023
,Walking,-1.6166303675399167,-0.5411760544603005,0.46597862486727004,-0.24083759027580093
,Walking,-1.616320087401417,0.187754172853799,0.6339314946806814,-0.6356829554464463
,Walking,-1.6160098072629172,0.5536050854220923,0.21039817080338333,-0.07811343978123199
,Walking,-1.6156995271244174,0.3831518193391375,0.07478405232050464,-0.03982540437074517
,Walking,-1.6153892469859177,0.05887487410815028,0.1415479260351526,-0.5734648979044051
,Walking,-1.615078966847418,-0.12266478326475287,0.35331458797380155,-0.3987757363440591
,Walking,-1.6147686867089182,0.4690713518362367,0.5014469327781768,0.6278222130996187
,Walking,-1.6144584065704184,0.8127494818246334,0.6422769788950125,0.05828768636862729
,Walking,-1.6141481264319186,1.3975566223694051,0.5223106433140043,0.517744111294469
,Walking,-1.6138378462934189,1.2160169649965022,0.5692539920196161,0.5536391444918005
,Walking,-1.613527566154919,0.2764453031733852,1.125271877799419,-0.5734648979044051
,Walking,-1.6132172860164193,-0.11712158761977873,1.3453840239523989,-1.3344396016878306
,Walking,-1.6129070058779196,-0.28064585914651585,0.5181379012068388,-0.29826964339153117
,Walking,-1.6125967257394198,-0.06723282681501144,0.0904318352223752,-0.33416467658886256
,Walking,-1.61228644560092,-0.30697603846014304,-0.34979245708358486,-0.3892037274914374
,Walking,-1.6119761654624203,-0.9222707550522726,-0.2663376149402749,-0.3437366854414843
,Walking,-1.6116658853239205,-0.9389003419871951,0.11442510233857686,0.8120833835125864
,Walking,-1.6113556051854208,2.4313626101570827,1.181603896246153,0.35023395637358923
,Walking,-1.611045325046921,0.6977281721914199,-0.009713975349596752,-0.09486445527331998
,Walking,-1.6107350449084212,-0.38042338075605037,1.1409196607012895,-0.3078416522441529
,Walking,-1.6104247647699215,-0.6520399673597833,0.3866965248311256,-1.0305283206170917
,Walking,-1.6101144846314217,-0.15176656040086708,0.6735725446987536,-0.33416467658886256
,Walking,-1.609804204492922,0.2612015151497064,0.3971283800990393,-0.48013781159134356
,Walking,-1.6094939243544222,0.4191825910314694,0.13946155498156979,-0.07811343978123199
,Walking,-1.6091836442159224,0.47877194421494146,0.05079078520430298,0.05110867972916101
,Walking,-1.6088733640774227,0.20854115652245203,0.0820863510080442,-0.19537054822584787
,Walking,-1.6085630839389229,0.20854115652245203,0.31367353795572944,-0.25040959912842264
,Walking,-1.6082528038004231,0.8501660524282089,0.7173863368239913,0.4172380183419412
,Walking,-1.6079425236619234,1.365683247410804,0.5254401998943784,0.3454479519472784
,Walking,-1.6076322435234236,1.461303372286608,0.5139651590996733,0.9580565185150675
,Walking,-1.6073219633849238,0.6533826070316269,1.0209533251202814,-0.058969422075988584
,Walking,-1.607011683246424,0.1226216240253529,1.4371843503100399,-1.0759953626670447
,Walking,-1.6067014031079243,-0.2958896471701947,0.9698372343075039,-1.3894786525904055
,Walking,-1.6063911229694245,0.36652223240421505,-0.056657324055208624,-0.1499035061758948
,Walking,-1.6060808428309248,-0.2016553212056344,-0.22878293597578542,-0.2863046323257541
,Walking,-1.605770562692425,-0.6728269510284364,-0.30597866495834714,-0.690722006349021
,Walking,-1.6054602825539253,-1.6082412161178226,-0.06187325168916548,-0.9850612785671384
,Walking,-1.6051500024154255,0.9721163566176398,0.4221648327420323,2.9298903421551383
,Walking,-1.6048397222769257,2.3579152678611752,1.0741557869866414,0.776188350315255
,Walking,-1.604529442138426,0.6686263950553057,0.8738641658426975,0.20426082137110824
,Walking,-1.6042191619999262,-0.8488234127563653,0.2343914379195849,-1.0496723383223348
,Walking,-1.6039088818614264,-0.7324163042119083,0.26673018925011743,-0.6452549642990679
